uid,title,description,url,audio_url,image_url,collection,vendor,vendor_identifier
40b4f0df-8524-4c6d-9c8b-f9174eab58d7,cy_audio_news_chunk_14_7,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_14_7.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_14_7.vtt
4b5df275-c82f-40dd-88a1-5fd2e6f8bada,cy_audio_news_chunk_14_8,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_14_8.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_14_8.vtt
a5f4d521-6605-4d5a-bcc5-f29fab9d5204,cy_audio_news_chunk_14_9,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_14_9.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_14_9.vtt
97c4ed62-40d9-4573-8ce7-d735f278710a,cy_audio_news_chunk_15_1,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_15_1.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_15_1.vtt
9387f192-e31a-4ff7-84a7-9b4f27804ebf,cy_audio_news_chunk_15_10,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_15_10.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_15_10.vtt
65427a65-f5f9-414a-a690-7aaafe73c31b,cy_audio_news_chunk_15_11,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_15_11.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_15_11.vtt
c802e2af-10f3-4d4a-abdb-26d85cf0400e,cy_audio_news_chunk_15_12,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_15_12.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_15_12.vtt
0633cb7d-4729-4402-a2d5-3f11a79b905f,cy_audio_news_chunk_15_13,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_15_13.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_15_13.vtt
511e10a8-022b-4d4a-b927-05c07265ea78,cy_audio_news_chunk_15_14,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_15_14.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_15_14.vtt
5394043b-c3db-4145-921a-1e3f297b6750,cy_audio_news_chunk_15_15,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_15_15.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_15_15.vtt
d0760fb7-4ebc-4de2-b3be-2c3358cf1e9d,cy_audio_news_chunk_15_16,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_15_16.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_15_16.vtt
35bc1cef-dbc3-4684-b1b9-7f73fcf62a4c,cy_audio_news_chunk_15_17,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_15_17.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_15_17.vtt
aed45904-0501-4662-a2f1-8d8292f26286,cy_audio_news_chunk_15_18,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_15_18.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_15_18.vtt
92c5cc7b-b905-4f37-a4da-61078b57d34c,cy_audio_news_chunk_15_19,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_15_19.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_15_19.vtt
3bb7989b-5878-4033-84c3-2d59247f2aca,cy_audio_news_chunk_15_2,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_15_2.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_15_2.vtt
0de2b7c3-5df1-47c1-94da-9c20ebae90ac,cy_audio_news_chunk_15_20,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_15_20.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_15_20.vtt
c0483ced-34a5-4093-b62e-13f9b5d87581,cy_audio_news_chunk_15_3,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_15_3.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_15_3.vtt
af9f0823-1034-4a23-9997-2029a8d2bb29,cy_audio_news_chunk_15_4,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_15_4.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_15_4.vtt
26eeeb49-1d07-4a94-a2af-ac8da467f201,cy_audio_news_chunk_15_5,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_15_5.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_15_5.vtt
d7d39582-95c2-4918-88b6-3ee9a315b7c5,cy_audio_news_chunk_15_6,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_15_6.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_15_6.vtt
10383881-bc72-42dc-bf31-c77fb88eba81,cy_audio_news_chunk_15_7,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_15_7.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_15_7.vtt
1220bddc-41d1-4a60-bb42-e137ee3e791b,cy_audio_news_chunk_15_8,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_15_8.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_15_8.vtt
361047b2-b485-449c-9e74-bc6d39581c39,cy_audio_news_chunk_15_9,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_15_9.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_15_9.vtt
180d63b1-3e1e-429f-b682-cfbf6a58ca4e,cy_audio_news_chunk_16_1,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_16_1.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_16_1.vtt
40c6173a-2921-402c-9d71-435e6940b611,cy_audio_news_chunk_16_10,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_16_10.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_16_10.vtt
4e0ed7cb-181c-474e-9a6d-d923afdfbdae,cy_audio_news_chunk_16_11,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_16_11.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_16_11.vtt
f121dc03-0a51-4d31-bf5b-f611fce745bf,cy_audio_news_chunk_16_12,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_16_12.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_16_12.vtt
b95588d7-dd97-4c3d-8bf8-a892bd04091a,cy_audio_news_chunk_16_13,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_16_13.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_16_13.vtt
035682dc-1383-4849-a45e-3ee36f8d8368,cy_audio_news_chunk_16_14,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_16_14.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_16_14.vtt
d9ba9fdd-a0f2-41ed-86a1-280867bfc916,cy_audio_news_chunk_16_15,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_16_15.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_16_15.vtt
cf6f9d82-2c1e-4ca7-95a9-26daa0caf2ff,cy_audio_news_chunk_16_16,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_16_16.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_16_16.vtt
adaa87e8-10e8-4e54-92cd-eb8ae11e5b67,cy_audio_news_chunk_16_17,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_16_17.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_16_17.vtt
f731df25-c3d7-411c-af59-c7ec44ca3249,cy_audio_news_chunk_16_18,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_16_18.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_16_18.vtt
753271de-12e1-4fa7-82fd-68b05226caf2,cy_audio_news_chunk_16_2,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_16_2.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_16_2.vtt
cae0b93a-e909-40a9-973d-ecec5c428034,cy_audio_news_chunk_16_3,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_16_3.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_16_3.vtt
5b31f501-718e-460c-91a9-12aa0abc21bc,cy_audio_news_chunk_16_4,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_16_4.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_16_4.vtt
342f49ea-2d82-4069-b1a1-54e4cf823450,cy_audio_news_chunk_16_5,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_16_5.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_16_5.vtt
aa34acad-b835-4baf-9894-224ca9fd509d,cy_audio_news_chunk_16_6,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_16_6.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_16_6.vtt
6683eafd-3abf-4a3b-8281-5cdfe4a9e805,cy_audio_news_chunk_16_7,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_16_7.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_16_7.vtt
9b3514d7-c1b3-4233-945b-32ad893a41da,cy_audio_news_chunk_16_8,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_16_8.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_16_8.vtt
d103eee7-42c4-44b9-b436-30ddfdcda187,cy_audio_news_chunk_16_9,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_16_9.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_16_9.vtt
6089933b-6e52-4f07-9e0b-6fded1a42288,cy_audio_news_chunk_17_1,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_17_1.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_17_1.vtt
4d69023e-0141-47cc-897c-4d0f61d42bb6,cy_audio_news_chunk_17_10,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_17_10.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_17_10.vtt
f5e02b0a-e710-4c60-89bd-f26cc5065dfe,cy_audio_news_chunk_17_11,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_17_11.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_17_11.vtt
bc4579d7-b197-4722-b270-ee8ac2ebb4bf,cy_audio_news_chunk_17_12,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_17_12.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_17_12.vtt
7eefbcc4-ac6a-4a57-b086-dacc02ae4c0d,cy_audio_news_chunk_17_13,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_17_13.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_17_13.vtt
3dc7f61c-e13c-4799-a14b-c12276726819,cy_audio_news_chunk_17_14,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_17_14.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_17_14.vtt
9f2582c6-2a6d-4de6-a809-465e185f6d05,cy_audio_news_chunk_17_15,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_17_15.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_17_15.vtt
f198eea8-9af8-40d5-9021-a674bb2019fc,cy_audio_news_chunk_17_2,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_17_2.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_17_2.vtt
fd39dcf7-ac7f-4b53-a916-e95cf485575c,cy_audio_news_chunk_17_3,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_17_3.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_17_3.vtt
0706c877-433d-480f-b2f6-d2cdf654d5dd,cy_audio_news_chunk_17_4,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_17_4.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_17_4.vtt
d6a3a900-c0fc-4274-918d-baeaea4f896f,cy_audio_news_chunk_17_5,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_17_5.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_17_5.vtt
5af2c67b-d7c2-4452-8686-e2e70d3c2cb3,cy_audio_news_chunk_17_6,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_17_6.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_17_6.vtt
25b3e9a5-0a72-4ddf-98fc-a9b485a8dd62,cy_audio_news_chunk_17_7,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_17_7.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_17_7.vtt
ef8f7b52-819d-4a81-a27f-2b71f1b1efc3,cy_audio_news_chunk_17_8,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_17_8.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_17_8.vtt
e5cb0ee5-1452-4f38-8407-f42628bbc5fe,cy_audio_news_chunk_17_9,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_17_9.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_17_9.vtt
cec2aa4b-88d0-4330-a07e-c0d8423f90e2,cy_audio_news_chunk_18_1,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_18_1.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_18_1.vtt
1f6db2dd-85b6-4825-9f67-733ce5c5ead1,cy_audio_news_chunk_18_10,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_18_10.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_18_10.vtt
510ab800-5762-4e35-ad74-b4ec642860ac,cy_audio_news_chunk_18_11,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_18_11.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_18_11.vtt
45a4850d-2c1d-4bed-bfdb-e9139d544029,cy_audio_news_chunk_18_12,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_18_12.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_18_12.vtt
ae3ea1a8-c67d-45d9-90ee-bfa8f556ca3a,cy_audio_news_chunk_18_13,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_18_13.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_18_13.vtt
a388627d-21e4-43aa-9544-ab306d9326cf,cy_audio_news_chunk_18_14,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_18_14.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_18_14.vtt
8fa42974-54ea-45e7-8a92-e28c13b8f413,cy_audio_news_chunk_18_15,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_18_15.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_18_15.vtt
1cdb05f7-2cb1-4cf7-bd6a-c87abe8b8764,cy_audio_news_chunk_18_16,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_18_16.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_18_16.vtt
181fe861-e3d9-4d5f-bac9-c05fe75a48e7,cy_audio_news_chunk_18_17,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_18_17.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_18_17.vtt
d4f96247-5b02-459a-8c7e-93c85c8fda05,cy_audio_news_chunk_18_18,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_18_18.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_18_18.vtt
4a989ada-439c-451d-90b2-cee2e591f247,cy_audio_news_chunk_18_19,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_18_19.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_18_19.vtt
a8132dee-fe21-42fb-a9ee-bb3a797bbf50,cy_audio_news_chunk_18_2,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_18_2.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_18_2.vtt
60e314ba-19db-45c0-af16-8fbfe93228b5,cy_audio_news_chunk_18_3,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_18_3.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_18_3.vtt
4810c019-d616-44bb-b207-5a20df125b66,cy_audio_news_chunk_18_4,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_18_4.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_18_4.vtt
b7358d68-950d-433d-a8b6-7a3a609bb645,cy_audio_news_chunk_18_5,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_18_5.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_18_5.vtt
4fcf884f-6b9b-4772-9ab4-6f45da361c05,cy_audio_news_chunk_18_6,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_18_6.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_18_6.vtt
3d4e283b-f0a9-406d-a6d5-ad792e0bcaf2,cy_audio_news_chunk_18_7,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_18_7.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_18_7.vtt
e4a9db0a-b0f0-4a1c-bb03-a180ef98882e,cy_audio_news_chunk_18_8,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_18_8.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_18_8.vtt
659dc164-28ec-4cb8-9059-62f43d7eb1a6,cy_audio_news_chunk_18_9,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_18_9.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_18_9.vtt
d174a016-e34a-4716-9470-7bfed408481b,cy_audio_news_chunk_1_1,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_1_1.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_1_1.vtt
bccb25a6-86bb-4d50-a40b-c67c6603a49f,cy_audio_news_chunk_1_10,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_1_10.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_1_10.vtt
279ce5fa-85cc-4a70-88b5-daaee7c352b5,cy_audio_news_chunk_1_11,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_1_11.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_1_11.vtt
dcdfe7a6-fe5d-4ceb-bc81-520dd89b901e,cy_audio_news_chunk_1_12,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_1_12.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_1_12.vtt
fcca1c0b-93ce-46d1-aac0-616ee1423453,cy_audio_news_chunk_1_13,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_1_13.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_1_13.vtt
bb96184a-1ea9-44ba-8afe-ef4be1fc335f,cy_audio_news_chunk_1_14,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_1_14.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_1_14.vtt
219f2459-53df-492c-a565-8781c1cdee9d,cy_audio_news_chunk_1_15,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_1_15.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_1_15.vtt
50a0dc63-c34b-4ba3-a303-a0c82b4918bd,cy_audio_news_chunk_1_16,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_1_16.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_1_16.vtt
53da9129-4070-4748-bc0b-13b579a8063c,cy_audio_news_chunk_1_17,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_1_17.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_1_17.vtt
4419b83c-6b5a-4d1d-a17e-3c83dd8d1eb8,cy_audio_news_chunk_1_18,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_1_18.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_1_18.vtt
8193c4a4-f60b-4460-9e6d-c10042cf8412,cy_audio_news_chunk_1_19,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_1_19.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_1_19.vtt
bf6c170a-1208-4c8b-a37a-069074996769,cy_audio_news_chunk_1_2,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_1_2.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_1_2.vtt
72a8a267-32f1-499a-9268-d36a94edd2da,cy_audio_news_chunk_1_20,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_1_20.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_1_20.vtt
d28ee315-635a-4e96-b5db-82ae0260a136,cy_audio_news_chunk_1_21,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_1_21.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_1_21.vtt
18f6e376-2267-4f10-a5f3-195283d360df,cy_audio_news_chunk_1_3,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_1_3.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_1_3.vtt
0e66d3f7-e1fe-4df0-964c-5165409e1a34,cy_audio_news_chunk_1_4,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_1_4.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_1_4.vtt
7a8afad2-6e96-4932-8507-20e84ab4d845,cy_audio_news_chunk_1_5,,,https://audio-v1.voiceofcyprus.org/audio_chunks/cy_audio_news_chunk_1_5.mp3,https://image.voiceofcyprus.org/OIP-427564143.jpeg,CY-Audio,webvtt,cy_audio_news_chunk_1_5.vtt
